sentiment,tweet_id,date,text,year,month,day_of_week,hour
0,2050592322,2009-06-05 18:57:01,"i going to the bed, i feel very bad  Take care, not like me :S Hehehe. Xo...",2009,6,4,18
1,1753649535,2009-05-10 02:42:42,I have new slippers! They are piggys! So so cute and very warm ,2009,5,6,2
1,1971796660,2009-05-30 07:55:09,Good Morning...  What kind of day are YOU creating today?  ,2009,5,5,7
0,2211954599,2009-06-17 13:29:37,So sad that I can't go see maxwell tomorrow  its either groceries...or a ticket...almost considering the ticket more.,2009,6,2,13
0,1993937185,2009-06-01 11:09:37,@Iamlegend01 which are? i have a feeling that ur lying! ,2009,6,0,11
1,2174661033,2009-06-14 23:01:50,"@paulmason10538 Back to the Humdrum mate ,hows things ?   ",2009,6,6,23
0,2233653709,2009-06-18 21:41:19,Boooooooo!!!!! I have cut on my faceee ,2009,6,3,21
0,2192181510,2009-06-16 06:38:30,@AQuietMadness You sound really run down. ,2009,6,1,6
1,1980681083,2009-05-31 07:24:00,Is in an extremely productive mood and is going to get a lot done today ,2009,5,6,7
0,2069668588,2009-06-07 16:18:17,Just landed! There's nothing like recycled air    Glad to be back in philly! Hope my bro is early for the pickup!,2009,6,6,16
0,1981996613,2009-05-31 10:19:01,@VioletVirus i won't look good salsa-ing!!  too skinny to salsa! full-figured woman would look nicer salsa-ing away...long time no see!,2009,5,6,10
1,1678974387,2009-05-02 08:12:56,"is catching up on sleep for a change, headed to the bulbs,, &amp; then off for a jalepeno roll &amp; carrot cake cupcake in honor of Saturday! ",2009,5,5,8
0,2288451180,2009-06-22 19:10:43,@happylovesChuck I wish I could... 3am here and I'll wake up at 7. Had an exam today and have another tomorrow.  No music now...,2009,6,0,19
1,1969129608,2009-05-29 23:06:31,had a good night last night ,2009,5,4,23
1,2054010982,2009-06-06 06:19:32,Syurga Cinta was good... ,2009,6,5,6
1,2178811922,2009-06-15 08:14:20,just woke up  too used to waking up for school... well actually wake up at 7 but...,2009,6,0,8
0,2188974739,2009-06-15 22:58:05,My hair is merry and I'm gonna reach clarke quay soon. Omg I shouldn't have let the house so early.  this is sooo unlike me to be early..,2009,6,0,22
0,1978788069,2009-05-31 00:28:16,"@GCUnderhill My pleasure Thank you am losing 5 people an hour, guess they don't love me  I did remove allot they didn't have their DM on",2009,5,6,0
1,2068726770,2009-06-07 14:35:21,@squat04 Yeah! It was from California.  Made me smile ,2009,6,6,14
1,1978250842,2009-05-30 22:49:51,@avaiIable Thats all i can remember from trips to Greece..Yamas... Cheers..bloody piss head  ,2009,5,5,22
1,1695409944,2009-05-04 06:03:53,@piginthepoke sounds like a plan ,2009,5,0,6
0,1573343763,2009-04-21 00:44:38,"Benedryl is kickin' my butt, can barely keep my eyes open ",2009,4,1,0
0,1881887576,2009-05-22 05:47:11,i am sooooo tired ,2009,5,4,5
1,1985263830,2009-05-31 16:45:48,@Jonasbrothers take a breath ,2009,5,6,16
0,1991863008,2009-06-01 07:47:46,Just finished my exam god i didnt have a clue what i was doing ,2009,6,0,7
0,2245835300,2009-06-19 16:42:28,We tried to eat a giant pizza for 500 dollars at pizza shuttle but they tricked us and we failed ,2009,6,4,16
0,2265244077,2009-06-21 06:08:10,"@semenovich Great Videop Anna,you look AWSOME.I would love to buy a copy of that Maxim with you in it.They don't sell Russian Maxim here ",2009,6,6,6
1,2003914657,2009-06-02 07:21:45,"@ItsComeToThis what? I didn't start drinking it really until I stopped going 2an office everyday. 4 Some reason, kids got me 2pick it up ",2009,6,1,7
1,2054291119,2009-06-06 07:01:27,@tnjjohnson Just gettin' myself sexy for the camping trip in August ,2009,6,5,7
1,1834576701,2009-05-18 03:27:47,in work atm  xoxoxoxoxoxoxoxo,2009,5,0,3
1,1825662112,2009-05-17 06:27:27,@ColinScuba got it in ONE!!  couldn't believe it - got flashbacks of all kinds,2009,5,6,6
0,2223602692,2009-06-18 08:28:55,is far too sleepy for work  but getting ready anyway.,2009,6,3,8
0,1770573176,2009-05-11 21:41:45,"@Twxtd4Jordan grr that site hates my phone, I will see later then ",2009,5,0,21
0,2242444227,2009-06-19 12:11:52,Thought I sent my husband to work with chicken strips found in the freezer... turns out they were really biscuit dough scraps!   ,2009,6,4,12
0,2186642373,2009-06-15 19:07:41,"@Dreyesbo I'm sorry  That's no fun! You can always keep going from where you're at, we're all still here! #chuckmemondays #chuck",2009,6,0,19
0,2015240277,2009-06-03 04:06:43,"@radelaide i was about to ask you the same thing  i'm afraid i haven't... i'm actually starting to freak out a little bit, haha",2009,6,2,4
0,2258132219,2009-06-20 15:26:14,@laurzilla LMFAOOOOOOOOOO :'D awww lol.  i was peeling earlier and i havent even been in the sun. :| LOOL xx,2009,6,5,15
0,1833792796,2009-05-18 00:28:47,@ALLIEINCREDIBLE nice guys finish last ,2009,5,0,0
1,2067198336,2009-06-07 11:55:35,@maaaarit i haz reposted a standalone i wrote a while ago for you  1st or second page i thinkkk,2009,6,6,11
1,2049002995,2009-06-05 16:07:51,High School graduation is tonight! I'm very excited!! Class of 2009! ,2009,6,4,16
0,2047339355,2009-06-05 13:30:22,"Chilling with a glass of rose, still feeling like crap and wanting this bug to go away ",2009,6,4,13
1,1677133392,2009-05-02 00:36:14,@Lotay A bit of a lark here   It is the UK!,2009,5,5,0
1,1993429919,2009-06-01 10:21:50,Mother bird uses body to stop flow of water from soaking her babies. Cool pic http://bit.ly/9IkwP #hero ,2009,6,0,10
0,2249328492,2009-06-19 22:07:40,Me nd meg gotta wake up in 5 hrs nd we can't sleep ,2009,6,4,22
1,2072316243,2009-06-07 20:47:37,@alikitty619 For sure! You're awesome so woo!!  Have you gotten anything new lately?,2009,6,6,20
0,2235137055,2009-06-19 00:30:35,@philcampbell same happenned to me re reset on submit - after 5 minutes of silence doing a stbarts hospital soundscape  lost the whole boo,2009,6,4,0
0,1983497937,2009-05-31 13:16:14,whats wrong with lilly allen - why would hse say that stuff ?   and i actually used to really like her .,2009,5,6,13
1,1695342261,2009-05-04 05:53:42,@WirelessWoman yes but 75% are on the wrong wireless plan ,2009,5,0,5
0,1973992613,2009-05-30 12:13:48,oh yeah... life it better but I can't seem to write any songs!!!! It's gone ,2009,5,5,12
1,1793592088,2009-05-14 03:16:54,@Zaridz haha. xpe la. still xsama like makan at home. nanti lagi homesick. i'll patiently wait til i get home ,2009,5,3,3
1,1564301093,2009-04-20 02:48:48,@tazmans mai astept ) am ce face?  tnx @BlegooPR,2009,4,0,2
0,2265806634,2009-06-21 07:20:47,"Wow, 500 rollerskaters just passed by my window. I can't belive how they have the courage to skate so FAST! Hm,suicidal mass suggestion? ",2009,6,6,7
1,1967270823,2009-05-29 19:16:28,"Wonders if a poke on FB is the same as a nudge on twitter. To the person I'm about 2 poke, let me know ",2009,5,4,19
1,2192770156,2009-06-16 07:31:28,And guess what! Dinner is fried rice with green peas! Anyway heading to sleep now! Nights! ,2009,6,1,7
1,2069712692,2009-06-07 16:23:19,@manicmother i would have opted for the ice cream too ,2009,6,6,16
0,1696034081,2009-05-04 07:28:30,"Wow,  this week is starting out super sucky. Need to shake it off. Calling on the powers of blackberry sage tea right now. ",2009,5,0,7
0,2251155053,2009-06-20 02:36:29,Today will be my longest day at work on a weekend ,2009,6,5,2
0,2013489548,2009-06-02 22:48:09,Sorry all!  The site is down   We have already contacted our web host and they are troubleshooting the problem!,2009,6,1,22
0,1825280193,2009-05-17 05:05:51,Stuck at work on a beautiful Sunday ,2009,5,6,5
0,2071047992,2009-06-07 18:44:42,think I may have to go back to the hospital tonight...this really sucks ,2009,6,6,18
1,2189826946,2009-06-16 01:00:45,Air Supply Live in KL Hilton today at 8.15pm.. going to shoot vid there.. ,2009,6,1,1
0,1826952930,2009-05-17 09:40:27,oww dear god . (( Prison break finished ...WTF .....  worst ending I ever seen ...,2009,5,6,9
0,1553669308,2009-04-18 14:53:37,Just got back from swimming in Telford... I have pulled a groin muscle and it really hurts  I'm sooo tired so I'm going to sleep night xx,2009,4,5,14
0,1881861162,2009-05-22 05:43:42,@Carolina_G  yes yes it is ,2009,5,4,5
1,1823658472,2009-05-16 22:35:25,@Smallzy gotta love greenday - thanks ,2009,5,5,22
0,2246264028,2009-06-19 17:20:10,kid. i have the names already thankfully/ now decent relationship hmm could be why no kids huh  anh. whatever. time to go get ready,2009,6,4,17
1,1553368916,2009-04-18 14:04:54,@jaketapper  I HOPE PrezObama can speak English + (North) Korean + FIRM SOLUTIONish...someday I will present him a Korean book ,2009,4,5,14
0,2202758578,2009-06-16 22:21:39,@sarahmahaira yes! It's awesome! There are only 2 tho... ,2009,6,1,22
1,1687763414,2009-05-03 09:31:47,Would rather be sleeping than working today ,2009,5,6,9
0,1832348218,2009-05-17 20:40:04,@girlslikewords fantastic! But i miss the format ,2009,5,6,20
1,1996088692,2009-06-01 14:31:01,"@Fejennings Oh. to be sure, to be sure  ",2009,6,0,14
0,1967065796,2009-05-29 18:54:44,@AutumH  so sorry to hear about your kitty  hugs...  #TheGreenTeen,2009,5,4,18
1,2007560750,2009-06-02 12:49:13,@NKOTB I hear there will be another cruise I hope so because this one was on my birthday  and was sold out so fast had to go to vegas ,2009,6,1,12
1,1990755080,2009-06-01 05:40:03,Life is so nice with music all day....Peace...Bliss whatever you call it... ,2009,6,0,5
0,2250131546,2009-06-19 23:46:37,"@8bitjoystick Did you buy the entire FF VI collection? I heard the add-ons were worth the investment, haven't got them myself though ",2009,6,4,23
1,2054717710,2009-06-06 07:56:52,#hbh: Off to do last-minute shopping for the Tweetup-n-Tailgate!  See y'all at the Barn! ,2009,6,5,7
1,1881528579,2009-05-22 04:54:32,last day of the week...last full week of the school year. thank goodness! going to Angel's house tonight for some old-school movies   ,2009,5,4,4
0,1932271286,2009-05-26 21:08:41,@jordanknight  AWWHHH i come on and no more tweets.    Where did ya go?,2009,5,1,21
0,2242807370,2009-06-19 12:39:22,Ugh My power keeps going off and on ,2009,6,4,12
1,2063171984,2009-06-07 01:37:53,"@nj_linguist LOL you're not far wrong, I'll let management argue amongst themselves ",2009,6,6,1
0,2200042763,2009-06-16 18:21:29,@mayf Did you stay or leave then? That's too bad. ,2009,6,1,18
1,1795603607,2009-05-14 08:03:30,@RobertKazinsky well dissapointed u didn't get sexiest male whats goin on there! ,2009,5,3,8
0,1981390401,2009-05-31 09:03:09,"@SpeedinUptoStop well, i appreciate you replying to that, no one else will ",2009,5,6,9
1,1983034574,2009-05-31 12:22:38,"@dougiemcfly you can go to 'shoping ibirapuera', that's a great mall here in sao paulo ",2009,5,6,12
1,1990644086,2009-06-01 05:24:08,@LDNfashion hey follow me plzzzzzz!!!!!!!!! i trully love fashion!! ,2009,6,0,5
0,2005104060,2009-06-02 09:12:50,@minette95 msnmsn pleaaaaaase i need to explain you  sorry ,2009,6,1,9
0,1990632735,2009-06-01 05:22:24,"@pim2005 ohhhhhh  spoil sport hehe. it wouls be ming, there'd be all brown lettuce juice in the envelope ewwwwwwwwww",2009,6,0,5
0,1985428150,2009-05-31 17:05:02,"@ChiCityAnimated lol, it has run its course-now i don't have anything to do on mondays @ 10/9pm central  *lol*",2009,5,6,17
0,1969397574,2009-05-29 23:54:44,did i mention i always dreamed to play violin? i gratuated musical hool but play piano and &quot;bayan&quot; rather than violin ,2009,5,4,23
0,2198312222,2009-06-16 15:54:10,Rain and looming deadlines are making me think I'll stay home tonight. ,2009,6,1,15
0,1990101367,2009-06-01 03:53:04,still hasn't recovered from his cough ,2009,6,0,3
1,2177425193,2009-06-15 06:05:02,@ayatoshirosan And I was just texting you (a moment ago) as you were twittering ME!  I'm sending you my love! xxx,2009,6,0,6
1,1794268724,2009-05-14 05:24:17,My new site has been active for 3 weeks.. and I'm trying to post on the new blog weekly ,2009,5,3,5
0,2250339506,2009-06-20 00:16:41,@evanweisscomedy I'm a damsel in distress!! I killed it with my Los Angeles Magazine LOL. I screamed like a girl! I killed Charlotte ,2009,6,5,0
1,2061345996,2009-06-06 20:40:37,@jaymeallover lol isee you were telling sonya about BND and such.  My dad is going to take me to blink too  i fink so at least,2009,6,5,20
0,1975276132,2009-05-30 14:49:07,@MJChatter Still no audio.  #hcn09,2009,5,5,14
0,2180065078,2009-06-15 09:57:53,@ThisisDavina Wet!  It's raining cats and dogs ,2009,6,0,9
1,1990409285,2009-06-01 04:47:35,Bye bye Bali... Me gonna miss you.. See you in August ,2009,6,0,4
1,1824581213,2009-05-17 02:00:36,got my hair cut ,2009,5,6,2
1,1691421779,2009-05-03 17:49:34,Thanks everyone for all the nice comments and support throughout the day!    Keely,2009,5,6,17
1,1956888761,2009-05-28 22:57:09,"@TVXQUKnow ah by the way,yunho oppa,please tell jaejoong oppa reply his messages,fans must be hopeless and me too! ",2009,5,3,22
0,1558561788,2009-04-19 08:45:03,@chriswallace can't see them on my iPhone ,2009,4,6,8
1,1680706465,2009-05-02 12:18:24,@Tashaalice95 Hey what's up? My name is Caleb and I'm your newest follower!!! ,2009,5,5,12
1,2187272731,2009-06-15 20:02:33,"Outside of the killings, Washington has one of the lowest crime rates in the country. - Mayor Marion Barry, Washington, DC.  ",2009,6,0,20
1,1881219059,2009-05-22 03:59:50,@NaomiK22 ahhh you going after work? i wanna come! i got paid today woooo still in my overdraft like but not by much! ,2009,5,4,3
1,1991347359,2009-06-01 06:52:24,OMG!...the whole world is following me ,2009,6,0,6
0,2285397471,2009-06-22 15:04:50,@tearsrelied rofl ily &amp; wish you the best though! ,2009,6,0,15
0,2323898750,2009-06-25 01:46:12,missed netball coz mum had a busy day at work ,2009,6,3,1
1,1469222502,2009-04-07 05:39:51,@nokconv Lots of &quot;OK Cool&quot;'s in that vid ,2009,4,1,5
1,2051803971,2009-06-05 22:51:10,"@AlohaArleen btw, thanks for the compliment. nice to know the MBA and yrs of passion on this pay off. ",2009,6,4,22
0,2233046907,2009-06-18 20:45:30,is bored. miss Sean ,2009,6,3,20
1,2051227083,2009-06-05 21:13:29,@lmingall Thanks for the #followfriday hockey love!  Keep DC rockin' and say hello to @xcanuck!,2009,6,4,21
1,2063669650,2009-06-07 03:36:23,heading to church... playing keys this morning ,2009,6,6,3
1,1793414678,2009-05-14 02:36:20,"@Cyberiasnow Ahhh so nice to wake up to tweets of murderous intent. Aside from plotting nefarious deeds, how are you? ",2009,5,3,2
0,1996530325,2009-06-01 15:14:25,ah examssssssssssssss  i hate them already its gunna suck that much!!,2009,6,0,15
0,2052700270,2009-06-06 01:41:01,"@carriehartford ....three new three in a week is not good though. Two would have done another month, the other another year ",2009,6,5,1
1,1690796120,2009-05-03 16:23:55,"20 years ago a high school (almost college) art freak, now, web master for the PTO. It's all good ",2009,5,6,16
0,1977234408,2009-05-30 20:27:09,"And to make it worse, Bama just got a GRAND SLAM. Takin it from 2-0, to 4-2  Not my sports nite...",2009,5,5,20
1,2053227538,2009-06-06 03:46:32,"@svn8teen Oh. Hahahaha. Well now, you know ",2009,6,5,3
1,1957217121,2009-05-28 23:51:11,"@laurenkristi OMG i loved the last girl from day one! ;aksdjf;aldjksfa;jkdsf, I like died. ahahaha, and brandon dumlao got in!! ",2009,5,3,23
1,2174957695,2009-06-14 23:43:38,just returning from a trip to santa barbara to attend my nieces graduation from college. ,2009,6,6,23
1,1976516018,2009-05-30 18:19:52,Twitter is back up ,2009,5,5,18
0,1984465516,2009-05-31 15:09:40,"@bessemerprocess Alas, I only qualify in Star Trek...and that's only if I want to dig up fic from eight years ago. ",2009,5,6,15
0,1978157940,2009-05-30 22:35:11,@happiness0325 me too ,2009,5,5,22
1,2174988134,2009-06-14 23:48:17,@starlightwriter does writing music by moonlight count?  ,2009,6,6,23
0,2247318930,2009-06-19 18:55:15,I really wana go to the tattoo expo! ,2009,6,4,18
0,2191617139,2009-06-16 05:38:34,Tell ivanna celia d/n look 2 good. She may have to babysit ,2009,6,1,5
1,1553143827,2009-04-18 13:29:18,"@DebbieMN Nah, it was go outdoors   I'll see if I can arrange a picture!",2009,4,5,13
1,1969768170,2009-05-30 01:09:18,@TheLastDoctor omg hiii(: i LOVE you(; but no... im bec  i practically stalk you btw,2009,5,5,1
0,1685368895,2009-05-03 00:05:36,I freaking hate when there's no parking on my street! ,2009,5,6,0
0,2265430268,2009-06-21 06:33:57,"@SongoftheOss sort of, he was giving an interview ",2009,6,6,6
1,1880254993,2009-05-22 00:36:24,@bskeete87 oooo she would really feel beat &quot;double teamd&quot; n 1 nite..imma save ths 1..jus kno i gt it 4 u   @KeiaRose now i gt u back! lol,2009,5,4,0
0,2224275392,2009-06-18 09:18:10,if somthing is weird  on my twitter its andrea doing it!!! ,2009,6,3,9
0,2200828128,2009-06-16 19:25:50,"cold hands. cold, cold hands. ",2009,6,1,19
1,1677261843,2009-05-02 01:11:32,@beetlebum http://twitpic.com/1iqv2 - Moin ,2009,5,5,1
1,2184786288,2009-06-15 16:25:09,good morning  twitter. lazy day today =D,2009,6,0,16
1,2072408752,2009-06-07 20:58:17,@VickiElam You're welcome. I'm headed that way myself. Meet ya in Dreamland. Good night and Sweet Dreams. ,2009,6,6,20
1,1679420170,2009-05-02 09:18:42,@RaviKapoor hehe... Dats d my big loud guffaw  rather bugs my pals i must say :p,2009,5,5,9
1,1977340729,2009-05-30 20:44:47,thanks @judyltang! ,2009,5,5,20
0,1998373329,2009-06-01 18:26:33,"@gillianparis prolly never! no, i mean soon, i hope. i started my 'normal' job again today so god knows when ill enough time ",2009,6,0,18
1,1881169138,2009-05-22 03:49:51,"Wine people: The Twitter world as tasting room. TwineTasting? Sorry, couldn't resist. ",2009,5,4,3
1,1695134925,2009-05-04 05:18:21,@ncteacher77  I appreciate you ,2009,5,0,5
0,1968376980,2009-05-29 21:18:39,Wow@ austin just called me... Asking how his grandma died and went to heaven...  and was crying out of the blue,2009,5,4,21
1,1999139226,2009-06-01 19:42:30,"TIred.  Today was a lovely, HOMEWORK FREE day ",2009,6,0,19
0,2053651051,2009-06-06 05:16:19,"has some argues with his damn conscience about a certain happenings lately... it's a tuff discussion, folks! I might not get trough it.. ",2009,6,5,5
1,1685101889,2009-05-02 23:04:12,@pollygeegee Lovely article in the latest Woman's Day of you &amp; your daughter Polly   She has your smile big time!,2009,5,5,23
0,1970665897,2009-05-30 04:46:07,Its saturday and i'm working   i'm sad because it makes me miss julie.,2009,5,5,4
0,1795698426,2009-05-14 08:13:09,@DSTDiva498 all reruns. I really want to be clear about when there are new episodes ,2009,5,3,8
1,2058500200,2009-06-06 15:03:55,http://twitpic.com/6s1uv finally sitting inside. Front row  worth the wait,2009,6,5,15
1,2002025215,2009-06-02 02:53:33,"@Dani6661, omg im going back on for old times sake ",2009,6,1,2
0,2257017800,2009-06-20 13:39:55,@gaucho22 let's go watch the HP premiere! OH and bring me a box of tissues... lord knows i'm gonna need em. ,2009,6,5,13
1,1686617925,2009-05-03 06:09:23,"@EllaPaigeBabe I'm from Switzerland, so we don't have the same shops. If u come to Switzerland oneday I recommend u NewYorker or H&amp;M. ",2009,5,6,6
0,2048405568,2009-06-05 15:08:49,So tired ... at least I got the blog done at http://vasmusic.wordpress.com/ . . . finally could log into the blogspot but now its no use ,2009,6,4,15
0,2251864017,2009-06-20 04:48:30,is angry ,2009,6,5,4
1,1755123765,2009-05-10 08:19:15,So many people are wishing me a happy birthday!  I'm so happy!,2009,5,6,8
1,2000865922,2009-06-01 23:10:20,who wants to work Wednesday from 3pm-7pm?? I really need help here!! Please ,2009,6,0,23
1,1980526417,2009-05-31 06:59:47,@XtremeElemental I was talkin 2 a girl last night &amp; she told me &quot;I like you alot&quot; I paused then said &quot;I like the lakers&quot;  not the smartest,2009,5,6,6
1,2192224723,2009-06-16 06:42:36,At the office.  Hair didn't do very good this morning.  Boo.  Oh well...my computer doesn't really care what I look like.  ,2009,6,1,6
0,1981296206,2009-05-31 08:51:20,Supposed to be at world superbike but am taking care of my sick mother instead ,2009,5,6,8
0,2000973346,2009-06-01 23:28:38,serene i miss you moreeeee  pleeeeease come to laguna sooooon!!!!,2009,6,0,23
1,1824391679,2009-05-17 01:10:56,"I came here with a load, and it seems so much lighter since I met you! Thank- you twtterverse for broadening my knowledge, daily! ",2009,5,6,1
0,2053963309,2009-06-06 06:11:58,have found so many harry potter' stars on this twitter! love you twiiter! hope rupert has it too ,2009,6,5,6
0,2194008122,2009-06-16 09:13:17,"@GossipBoyHOU Dallas is Awesome, even though we  were just awarded the title of city with the most road rage ",2009,6,1,9
1,2189901272,2009-06-16 01:12:40,@GraphicalDream tout doux . respire ,2009,6,1,1
0,2174717147,2009-06-14 23:09:19,@alancfrancis  iTunes doesn't have Maiden Japan.  I had that back in the day.  I'll get some of the live albums later.,2009,6,6,23
1,2032159528,2009-06-04 10:51:28,@eric_chambers do the bacon...do it! ,2009,6,3,10
0,2001730468,2009-06-02 01:52:37,"Everyone pray for the people on flight 447 and their families.... (Nonni, we always fly that airline) So scary ",2009,6,1,1
1,2174507627,2009-06-14 22:42:00,searching for a new apartment for six of us to stay...... ,2009,6,6,22
1,2064127875,2009-06-07 05:18:58,http://bit.ly/d4HpM  I DONT KNOW y BUT ONE SONG MAKES ME  !! Hope nobody get upset w/ me cause i posted vid hre,2009,6,6,5
1,1684953330,2009-05-02 22:33:53,just took a great refreshing shower! ,2009,5,5,22
0,1750949429,2009-05-09 18:18:30,had a VERY long day with @FallonFrankie . She had me ALL OVER THE PLACE. Now its time to nap.... alone ,2009,5,5,18
1,1822432879,2009-05-16 19:33:59,"@joel134 yes . it's gonne be great, Great ! ",2009,5,5,19
1,1969934815,2009-05-30 01:47:33,just bought the domain shaneshaneshane.com ,2009,5,5,1
0,1983359315,2009-05-31 13:00:28,oh i am PISSED OFF. where's the LOGIC in murdering someone who &quot;murders&quot; unborn fetuses??? RIP George Tiller ,2009,5,6,13
0,2230855825,2009-06-18 17:42:08,Chillen...school is almost done a few more days. Then I have a summer with no school for the first time since 03...but work ,2009,6,3,17
0,2188420631,2009-06-15 21:52:01,I dont know ,2009,6,0,21
0,2071609484,2009-06-07 19:39:51,"Im listening muse, and chatting with my BFF Backaus! (L) Im sick! and that sucks! ",2009,6,6,19
1,1753803749,2009-05-10 03:32:08,@RedMummy Good Morning  Hows u ?,2009,5,6,3
0,2260904736,2009-06-20 19:57:30,just woke up. not good. ,2009,6,5,19
0,2231040290,2009-06-18 17:57:49,Gotta find the charger for my Logitech bluetooth headphones to test with iPhone 3.0. Oh why didn't Logitech use mini USB? ,2009,6,3,17
0,2048923374,2009-06-05 16:00:05,"@mpoppel hard economic times every where I guess lol, can't afford that ",2009,6,4,16
1,2014663240,2009-06-03 02:16:23,@AlexAllTimeLow  hahaha fuckin hotel ,2009,6,2,2
1,2015891039,2009-06-03 05:44:39,At least its game night ... ,2009,6,2,5
1,1994672993,2009-06-01 12:16:54,"@linzve6 @thathalldirector It's all in good fun, until I have to start locking my door at night....LOL ",2009,6,0,12
0,1752971574,2009-05-09 23:38:34,another boring day @ work ,2009,5,5,23
0,1982498797,2009-05-31 11:19:51,@EvanJHampton wish I had seen this sooner lol! my friends bailed on the concert so I missed it  twitter wouldn't load for me last nite!,2009,5,6,11
1,2016870848,2009-06-03 07:29:44,"holy f*ck my IMDb ranking went up, WAY up in the last two weeks .... oooh it makes me happy, very, very happy ",2009,6,2,7
1,2063794121,2009-06-07 04:05:59,"@TraceCyrus @mileycyrus @ddlovato - BEST TWITTERERS/CELEBRITIES/PEOPLEIDON'TKNOW, EVER. ;) thank you for making my life more fun. ",2009,6,6,4
1,2047366970,2009-06-05 13:32:49,Pool ready. ,2009,6,4,13
1,1979536240,2009-05-31 03:28:14,"@jazzydacat Lol, my dog thinks the same of the cold tiled floor ",2009,5,6,3
0,2211046360,2009-06-17 12:21:45,"the tornado missed me this time, But hit the county right below me  Hopefully everyone is okay.",2009,6,2,12
1,2060474051,2009-06-06 18:58:28,@garykarr I mean are there really enough people at Nats park to warrant a Metro notification haha  Jk I was so happy they won! Go nats!,2009,6,5,18
0,2231484938,2009-06-18 18:36:47,"Finished having dinner with my whole, WHOLE family (: I feel better but not good ",2009,6,3,18
1,2053945112,2009-06-06 06:09:04,Yo guys im back !!! ,2009,6,5,6
1,2072093063,2009-06-07 20:23:22,@dannygokey LOL!  Don't try too hard to be perfect.  Mistakes are endearing - makes you human - makes you the Danny we've grown to love.  ,2009,6,6,20
1,2014531311,2009-06-03 01:50:46,"@eleynish Yes, that's her! Hahaha! We have one cuter pic where I'm kissing her cheek hahaha! ",2009,6,2,1
0,2296363336,2009-06-23 09:05:31,im siiiiiiiiiiccckkk!! and all from swimming in Lake Michigan ,2009,6,1,9
0,1967429846,2009-05-29 19:33:52,"dude, everyone sucks. no one is online ",2009,5,4,19
1,2054423365,2009-06-06 07:19:13,"9 days until Lines, Vines, And Trying Times. whoooo! ",2009,6,5,7
0,2014401782,2009-06-03 01:24:38,@Kshattap Haha thanks. Okay naman.. but yoko ung 2 teachers ko ,2009,6,2,1
1,1978735681,2009-05-31 00:17:37,@dudeitsvonni ohh okay. Yeah that is a bit of a drive. And cricket does work in loveland ,2009,5,6,0
0,2014975246,2009-06-03 03:18:16,Is awake with a horrible headache.  I'm over this now...,2009,6,2,3
0,2264114330,2009-06-21 02:49:51,why is everybody asleep ,2009,6,6,2
1,1982465452,2009-05-31 11:15:48,"@Jayonara okay LOL ... euh, yeah i'd definitely go to the blackout if they came to munich ",2009,5,6,11
0,1975875853,2009-05-30 16:05:34,"darn, get way too excited and unable to finish this damn two pages of a simple translation. ",2009,5,5,16
0,2060886047,2009-06-06 19:46:10,Shout outs 2 going off the grid ,2009,6,5,19
0,2177310941,2009-06-15 05:52:31,At work wishing i was at surge ,2009,6,0,5
1,1558095623,2009-04-19 07:14:51,@lorenita327 Sweat it out!  ,2009,4,6,7
0,2288496557,2009-06-22 19:14:17,"@MeganRenee210 egg noodles. It was so good..I want more, but I have to control my portions ",2009,6,0,19
0,2205026736,2009-06-17 03:45:54,I feel terrible still. Really sick of it now ,2009,6,2,3
1,1970944905,2009-05-30 05:44:41,trying to beat my record on guitar hero and watching Prison Break  ai ai Scofield &lt;3,2009,5,5,5
0,1688072293,2009-05-03 10:16:27,@SatsukiTaisho Just had a bad moodswing  What about you?,2009,5,6,10
1,1968652338,2009-05-29 21:54:17,my feet are wet and frozen =( feild party was a bad choice...well kind of ,2009,5,4,21
0,1824802797,2009-05-17 03:00:11,Still upset because Hertha BSC Berlin missed the chance to become this years Bundesliga champion ,2009,5,6,3
1,1979615097,2009-05-31 03:48:36,@supersense - never!!  Every bit helps! ,2009,5,6,3
0,1751978853,2009-05-09 20:45:01,Argh! Someone got up on the roof next door and threw some mechanical thing down- including a bottle of oil- all over the broccoli now ,2009,5,5,20
0,2053170939,2009-06-06 03:33:09,@jtimberlake not me   but if i could.. i would!! never been!!!,2009,6,5,3
1,2015163502,2009-06-03 03:53:34,free rootbeer floats at sonic today 8-midnight ,2009,6,2,3
1,1974445861,2009-05-30 13:09:08,"My plan: Finish this yummy sammmich, shower, walk to the store, buy tons of drinks maybe snacks for later, and then homework! ",2009,5,5,13
0,1833531381,2009-05-17 23:35:15,Why doesn't life come with a reset button? Or even a rewind? Ugh ,2009,5,6,23
1,2178344098,2009-06-15 07:33:47,"@modbird @maddisondesigns I am now. I contribute it mostly to the amusing conversation, but partly to the coffee ",2009,6,0,7
1,1557284123,2009-04-19 03:08:32,back to twitter!!!! ,2009,4,6,3
0,1969731850,2009-05-30 01:01:29,@djackman1 I is trying very hard  I do not like it though.  I cannot believe it's less than a week.  Life is going to be *so* good. xoxo,2009,5,5,1
0,1956621972,2009-05-28 22:17:21,needs miss krystle to get online right now -_- i cant come to the sleepover misstlleee! ,2009,5,3,22
0,2264022348,2009-06-21 02:31:59,life is really short. so you guys must live to the fullest. just enjoy every minute of your life  my friend I'll be missing you so much!,2009,6,6,2
